mmsi,lat,lon,sog,cog,haeding,vesselname,imo,callsign,vesseltype,status,length,width,draft,cargo,tclass,direction
367699290,43.16274821242979,35.141791336588454,0,-49.6,511,KEVIN MICHAEL,,WDI4500,31,8,16,6,,,B,
367445570,36.26604545193851,13.749317063854859,0,-49.6,511,ALASKA QUEST,,WDF3915,60,0,20,5,,,B,we
366829480,38.76747629525179,24.341462633830183,0.6,-173.6,511,BIG SAM,,WDF2961,31,0,21,7,,,B,wn
367082540,43.246616946786574,39.11156437218714,0,-166.5,511,POPS,,WDC8157,31,0,21,7,,52,B,ns
367364150,34.422052227656124,23.58616699046848,0,-49.6,511,JERRY MCNEIL,,WDE5262,31,15,45,10,,,B,ew
338341000,41.152034811189445,29.056137811991015,0,-71.8,268,HARVEY CHALLENGER,IMO9780835,WDI2331,90,5,60,,,,A,ns
366919210,42.56458992081619,16.80479069258792,1.4,-67,338,JO ANNE STEGBAUER,,WDJ5479,31,0,34,10,,31,B,ns
366976330,34.306289283751106,21.86571516678585,0,204,511,FLORIDA,,WK5561,31,15,10,13,0,31,B,we
367436230,38.60592891700779,24.620183172610133,0.1,-190.5,179,TAURUS,IMO9550773,WDF3127,60,0,34,8,1.9,60,B,wn
366940860,33.50787335163441,23.980479785185423,0,-166.8,511,MISS MICHELLE,,WDB7343,31,0,17,6,,90,B,we
367475510,38.88993962837663,7.70522480013039,0,-90.9,511,JODY DAVENPORT,,WDF6559,31,0,18,7,,,B,sn
367638090,41.71170922001431,11.780370093270163,0,-118.3,511,BRUCE L HAHN,,WDH6451,31,12,48,13,,,A,ns
367728850,35.27182400130669,19.175120174277538,8.2,-167.3,244,GRACIE M REINAUER,IMO9804605,WDI7449,31,0,35,,,,B,we
367627770,39.42054703806309,23.40561649862736,6.8,104,132,KIMBERLY HIDALGO,,WDH5418,31,12,26,,,,B,wn
311478000,38.80818171003907,7.408155313870341,3.4,97.4,83,NAVIGATOR OFTHE SEAS,IMO9227508,C6FU4,60,0,311,39,8.6,,B,sn
258914000,42.70195323289673,5.313076569445929,14.6,2.7,4,YARA AESA,IMO9725495,LAXV7,80,0,179,,,,B,sn
367547280,40.54251382175174,12.3462744611717,5.8,-92.4,312,MEGAN E DUPRE,,WDG5498,31,5,23,8,,31,B,ns
369997000,40.34459733696975,12.769787784756494,0,9.1,329,BENYAURD,,AEEB,31,15,51,0,,32,B,ns
368010420,42.697074477195486,39.472284556623194,7.7,-188.4,225,KRISTIN POLING,IMO9378759,WDJ7820,31,0,35,10,4.4,,B,ns
366998830,34.637919097716114,21.601019421659533,9.1,141.3,511,ROYAL MELBOURNE,,WDC2865,31,0,23,7,,0,B,we
367737720,34.8892077783665,19.575729249494756,0.1,-121.1,511,ANGELA CHERAMIE,IMO8983222,WDI8351,90,0,50,10,,70,B,we
367504570,42.76838549905216,40.34816881700252,0,186.1,47,HICKORY WIND,IMO7828877,WDF9382,30,7,22,6,,,B,ns
367091630,40.679584965254435,28.105077154982173,0,-153.8,511,RESOLUTE,IMO7367419,WTW2234,31,0,30,8,3.7,52,B,
477067900,34.55355111540986,24.81043583220203,19.4,107.1,106,OOCL UTAH,IMO9486087,VRNR5,70,0,334,42,14.7,,B,ew
367702390,40.33165505404323,25.60858965284348,4.6,-133.6,270,SAFETY EXPLORER,,WDI4824,31,0,21,8,,31,B,ew
367652980,36.711912906564706,0.5920254951883955,0,-75.9,269,MICHELLE GOLDING,,WDH7930,31,12,25,,,,B,we
366963470,35.645044494709396,31.566388051702827,7.9,188.6,511,RALPH E PLAGGE,,WDB8741,31,15,39,13,,,B,ew
367003990,38.843572077923824,7.82765870839008,3,-65.2,511,FREEDOM,,WDC3214,31,0,23,8,,31,B,sn
354215000,39.77700185039513,24.216683462880848,17.5,170.8,167,CARNIVAL PRIDE,IMO9223954,H3VU,60,0,292,38,7.8,,B,ew
367524680,35.34452765354508,15.300599343483325,0,-166.9,511,MADISEN ANN,,WDG3305,31,15,21,,,,B,ns
338166886,42.93905880925355,38.81172595425878,0,184.3,511,GRAND SLAM,,,37,,14,,,,B,sn
367141370,42.70640004127723,33.18439720365738,5.2,26.1,511,MISS JACKIE BROWN,,WDD4184,31,12,43,10,,31,B,sn
367723310,41.12976898697541,29.077875877671374,0,-171.7,273,BLUE DELTA,IMO8605973,WDI6894,30,15,29,7,,,B,ns
367668090,43.42590097482682,40.50566436412767,0,-131,511,NAVIGATOR,IMO8999776,WDH9440,31,15,19,7,,,B,sn
367101390,40.45826587242119,28.181496920402434,11,165.8,511,HATTERAS,,WDC9373,60,0,51,13,,,B,
367521510,32.00007478496592,30.715383542259236,0,-156.7,511,BARBARA ANN,,WDG3008,31,15,21,,,,B,we
316004658,36.2972412116331,14.864128480876513,7.7,186.1,511,OCEAN MONARCH,,VG6686,31,0,14,5,2.5,,B,ns
367694480,43.69709397896431,9.168690877378712,0,-149.9,354,JACKSON III,,WDI4035,31,15,28,10,,,B,ns
367532820,42.00329722512464,10.850072253744798,1.7,-117.9,511,ELEANOR G MCDONALD,,WDG4086,31,0,38,13,,,A,ns
367089610,34.68735897504516,24.374244180318055,0,37.5,216,STIKINE,IMO9388431,WDC8583,60,0,60,16,3.4,60,B,ew
338926422,40.360724585786265,12.248330665449185,0,178.4,122,CG BAILEY BARCO,,NBAB,90,0,,,,,B,we
566059000,43.699605874569215,35.333173484265934,20.3,137,135,STAR QUALITY,IMO9438494,9V9355,70,0,162,26,9.7,,B,sn
316001252,42.19162134829878,17.34416224704951,0,6.3,246,QUEEN OF CUMBERLAND,IMO9009360,VG2029,60,0,96,21,3.8,,B,ns
367389640,44.22997560201769,37.298911995949226,12.3,-135.2,511,OSKI,,WYD3004,60,0,21,7,,,B,sn
367645150,38.7066933383818,11.281120719518842,0,-129.2,511,STEPHEN B,IMO8334081,WDH7135,31,0,22,7,,,B,we
367702340,42.32563055472894,34.99859625601158,0,-175,11,ROBERT L POSEY,,WDI4819,31,11,53,16,,,B,
367468610,29.54455,-90.69999,0,-173.9,511,MR WAYNE,,WDF5912,31,0,18,7,,31,B,
316001269,40.46949666192655,28.38289336323657,17.9,41.9,43,SPIRIT OF V I,IMO9030682,CFL2070,60,0,167,32,5,,B,
367688770,29.77085,-95.10139,0,-185.2,178,CAPT ROBERT J BANTA,,WDI3481,31,0,23,,,,B,
249345000,34.898127834635424,26.003438988602365,2.5,119.7,125,HAFNIA HENRIETTE,IMO9726607,9HA4204,80,0,183,,,,B,ew
338760000,30.38734,-81.53963,5.5,87.2,89,ISLA BELLA,IMO9680841,WTOI,70,0,233,32,10.4,,B,
366917160,29.46801,-94.64455,5.7,65.4,65,CHERYL STEGBAUER,,WYN6276,31,0,34,10,,,B,
367744870,27.75571,-82.73382,0,-49.6,511,THE 2ND SALT LIFE,,WDI9062,37,,,,,,B,
367448060,29.96693,-90.26399,2.6,-150.8,511,SETH D,IMO8635588,WDF4107,31,12,18,8,,,B,
367661820,44.946955007082366,14.081042562163995,0.4,-70.8,68,MISTER MAC,,WDH8821,31,0,22,,,,B,sn
367503920,29.35136,-94.81499,5.3,50.2,511,BROOKE BANTA,,WDF9317,31,0,21,8,,31,B,
369994000,39.2278720559632,20.402655912908287,0,11.9,280,MISSISSIPPI,,AEUI,60,0,71,17,,,B,sn
309955000,42.98696937432024,29.652974337721613,9.9,152.3,152,ISTRA ACE,IMO9318503,C6WE7,70,0,175,31,8.8,70,B,ns
316012251,32.72389,-117.18583,0,-158.6,511,MAGPIE,,CFN4852,37,,13,4,2,,B,
367395250,44.213248864171526,32.82185492110684,0,-152.8,168,BEACH GIRL,,WDE7602,37,0,35,7,,,B,ns
367531780,29.98017,-90.0222,3.9,190.9,189,POSEIDON,IMO8842234,WDG3989,70,0,21,7,,,B,
367423730,42.502066519511004,28.217312653550568,0,-165,511,CATHERINE C MORAN,IMO9415791,WDE9999,31,0,29,11,4,52,B,ns
338114252,35.84477,-75.62446,0,-93.6,511,SARAH BRENT,,,30,,13,,,,B,
366727190,40.111495728137385,26.31640813537437,1.1,43.2,57,JILL REINAUER,IMO7042813,WCW9655,31,0,30,8,3.8,52,A,ew
367113590,29.80926,-92.26815,6.5,112,511,ARCHIE C SETTOON,,WDD4754,31,15,15,6,,52,B,
636010915,33.75972809507271,23.720024236230454,9.2,-60.3,345,STOLT SPAN,IMO9149524,ELVQ7,80,0,162,23,10.1,80,B,we
367541760,26.74891,-80.0503,0,-73.5,182,WINNING DRIVE,IMO9620188,WDG4948,37,5,39,7,1.6,,A,
367643270,35.1607226233964,27.653929225608252,3.1,103.9,107,AMERICAN DREAM,,WDH6954,31,12,21,,,,B,ew
367715380,42.546637661079764,33.11574032006403,5.1,0,10,LOREE ECKSTEIN,,WDI6112,31,0,,,,,B,
367535750,34.47368189853629,12.948543610711186,0.1,-170.8,511,CELEBRATE,,WDG4360,37,,17,,,,B,ns
367305420,40.14965666532249,19.71693208998946,0,-99,511,DOROTHY MORAN,IMO7716995,WXU4654,31,0,30,9,3.9,,B,sn
367892000,43.01299774174351,30.372086839549475,0,-146.2,511,SOUTHERN WIND,IMO8019801,WDD3741,30,0,43,9,3.5,,B,ns
366954180,34.78947851094435,14.589335672581784,0,-178.5,511,FUEL LEADER,,WBS3208,31,12,17,6,,,B,ns
367029000,39.32890991269901,11.809398380956425,0,-85.8,511,J A BISSO II,IMO8623236,WCW4125,31,0,38,8,4.2,52,B,we
366984990,43.0512472091356,39.215582979933025,0,-153.8,511,STARFIRE,,WDB9915,31,12,44,10,,,B,sn
338117356,35.27079761897986,27.828228153656525,0,-97,511,SEAGATE,,,37,,,,,,B,ew
367699920,35.926169576545256,18.065386029805826,0,-138.2,271,HARVEY SBISA,,WDI4563,31,0,26,,,,B,we
366996360,43.50194287417476,8.240790551073642,0,186.5,197,DIXIE VANDAL,,WDC2682,31,0,21,7,,57,B,ns
368061110,30.2099,-91.31952,0,-161.8,192,ALYSHEBA,,WDK5042,31,12,39,26,2.7,31,B,
316003667,43.103660417286676,29.95506240271432,0,160.4,511,SEASPAN FALCON,IMO9072393,VG6987,31,0,25,9,2.5,,B,ns
367429570,43.01110971973947,36.37984480515284,2.7,-86.4,511,TED W EWING,,WDF2589,31,15,17,7,,31,B,
367552120,43.69609112349264,31.64252712365667,0,-153.5,511,TOM SAWYER,,WDG5963,60,15,25,,,,B,ns
367543810,40.42424468945506,26.824565512599307,0,167.5,511,SIR-BRI,,WDG5149,31,15,18,,,,B,ew
566086000,35.52692227282741,30.708815778978803,11.9,46.9,45,SALOME,IMO9515412,9V9112,70,0,264,33,12.3,,B,ew
367705340,40.4100757929785,26.80154375981278,0.1,173.3,511,CHARLOTTE KLEE,,WDI5117,31,0,17,7,,31,B,ew
367762750,36.32858397318837,16.348821896020944,2.6,-167.1,241,GLADYS B,IMO9819349,WDJ2896,31,0,,,,,B,ns
366913820,37.16802968714576,10.061590651301765,10.7,-51.5,511,A J MCALLISTER,IMO9307293,WDB5819,31,15,25,10,3.7,52,B,we
367531750,40.520444803738265,24.665674264647805,0,34.8,511,FDNY M9A,,WDG3986,,0,,,,,B,ew
367737960,42.26941552417476,5.9174278997855705,0.1,192.3,511,LOUISIANA MARINER,,WDI8374,31,15,,,,,B,sn
366993230,40.048480230160834,24.226702623707023,0.1,189.9,511,LADY G II,,WYT8455,31,15,18,8,,57,B,ew
311177000,39.026130333428014,10.862783508938183,0.1,-119.8,65,DONEGAL SPIRIT,IMO9312846,C6VE7,80,1,243,42,14.9,80,A,we
367500410,37.500196590856234,16.734138638748068,0,-92.4,511,RICHARD J DEVALL,,WDF8965,31,15,17,6,,,B,ns
366972270,43.45034204906307,9.797868560814623,5.5,-175.6,511,CAPT AL DEVALL,,WCW9164,31,5,16,6,,31,B,ns
367638150,40.5918343844086,13.401410639818458,5.2,67.4,511,THERESA L WOOD,,WDH6456,31,15,39,12,,31,B,ns
367518250,40.65710833929607,13.208448047770252,8,15.6,511,GEORGE C,,WDG2691,31,0,20,,,,B,we
367328780,43.60910868886416,31.408590453499382,9.6,-172.8,238,VIGILANT,IMO9409948,WDE2719,31,0,30,12,,52,B,ns
338030833,36.58728374750422,16.36348574748202,0.1,-131,511,SOARING EAGLE,,,37,,12,,,,B,we
367473820,39.65104946147221,24.712015299039845,0,176.7,511,J K MCLEAN,IMO9612117,WDF6396,31,0,30,11,,52,B,ew
367393020,43.52702157047229,8.203300421357204,0,-127,0,EMMA M SAVAGE,,WDE7411,31,0,27,10,,,B,ns
369098000,39.41154305489817,12.437664985258714,6.8,107.7,110,HANNAH,IMO7932343,WDI7828,31,11,23,8,,,B,we
366942080,40.69804668245235,10.188467025374063,0,-49.6,511,ELIZABETH S,IMO8991059,WDB7403,31,0,23,9,3.1,,B,we
367120550,43.094972085812486,34.37378163032478,0,-129.5,511,HIGH ROLLER,IMO7045970,WDD2839,31,0,28,8,4.2,,B,
367707680,41.77674519716479,38.784816427724415,0.5,79,511,NYPD 317,,WDI5352,,3,,,,,B,sn
367504950,40.42600782744359,26.827430275353958,0,-124,108,THOMAS M GATTLE,,WDF9418,31,0,30,9,,,B,ew
367437840,41.34571112660369,12.053362289766802,0,-197.6,511,NEDA J,,WDF3258,31,0,21,7,,31,B,ns
367030568,37.23890947470108,10.741856446260897,0,48.6,511,LADY KATE,,WCW8353,30,0,0,0,0,30,B,ew
367369060,40.369476089910314,12.065859159420409,0,-54.4,65,RANDY BAYGENTS,,WDE5602,31,15,31,10,,,B,ns
367561430,37.03543173161693,11.651583323550021,0,118.8,511,WASHINGTON,,WDG6858,31,0,48,12,,,B,ew
367523580,42.82462466049007,29.571066588427215,0,114.7,511,MARK MORAN,IMO9668790,WDG3204,31,0,24,10,3.4,,B,ns
367574720,40.635989704959556,24.385712233354674,0,-49.6,511,K J LEBOEUF,,WDG8170,31,15,18,6,,,B,ew
477007600,42.49083641610457,36.06199100431626,14.2,101,101,DHT EDELWEISS,IMO9315082,VRDJ9,80,0,331,58,22.2,,B,
366997710,39.6357804925903,13.137608615835667,0.1,-167.1,511,EMILY P SETTOON,,WDD4736,31,0,16,7,,90,B,ns
367327040,35.11406258272603,27.344437356875407,0,-94.9,511,MANHANSETT,,WDE2592,60,15,38,13,,,B,ew
366881590,35.52490565518466,17.33787741507455,0,158.9,511,CAPT DJ,IMO7944592,WDB2938,30,,21,6,,,B,ew
367313760,39.41123521083153,13.633917547105185,0,-85.5,511,ST JOHNS RIVER,,WDD9610,60,15,18,5,,,B,we
367439480,41.71308276753112,39.19427057695546,0,0,511,PEREGRINE,,WCZ7941,90,0,23,7,,,B,sn
367343490,42.98522911604537,34.97602897815835,7.7,191.4,189,TERRY E BENNETT,,WDE3737,31,0,18,8,,,B,
367677850,41.126421193425585,29.080951920774133,0,-49.6,511,CONDOR,,WDI2408,60,0,24,7,,,B,ns
367494530,49.18179,-123.14136,0,-98.1,511,PIPE DREAM,,WDF8407,37,,17,4,,,B,
367719730,40.2772063878439,25.561750308276174,0,101.1,354,COL FRANK X ARMIGER,,WDI6539,60,0,26,9,,60,B,ew
366967630,37.05959,-88.5546,0,113,139,BILL BERRY,,WDB8998,31,12,41,14,,,B,
220245000,37.4566813955591,16.55783216934985,7.1,63.3,74,ADRIAN MAERSK,IMO9260457,OXLD2,70,0,352,42,15,,B,ns
316030322,49.29243,-123.12604,0,200.6,511,ASCENTE,,CFN7234,37,,,,,,B,
368005850,38.47053448059496,8.804885569073397,0,-93.6,180,PILOT NO 7,IMO9823699,WDJ7349,,0,,,,,B,sn
538004184,30.06903,-90.89695,0,134,314,BLACK PEARL,IMO9579743,V7VQ2,70,1,229,32,14.6,70,A,
367118980,29.79059,-95.06396,0.1,-172.1,312,CAPT J A MORGAN,,WDD2725,31,0,22,9,,31,B,
367728240,33.81651,-91.02118,0,-123.4,350,HONDO,,WDI7389,31,0,28,10,,57,B,
366785430,56.81091,-132.96436,0,0,511,FRIGIDLAND,,WCZ9249,30,,21,5,,,B,
367554440,37.50155,-122.48156,0,-54.4,511,ROSE MAR,,WDG6197,30,,13,,,,B,
367431550,28.64168,-96.55476,0,-150.3,511,CLELAND POWELL,,WDF2757,31,12,21,9,,,B,
367147860,26.09666,-83.05035,7.9,10.9,6,CHOPTANK,IMO9417074,WDG4555,31,11,35,10,,,B,
367162510,41.48951,-71.3223,0,-161.5,511,EXCALIBUR,IMO8115992,WDD5716,30,,18,6,,,B,
338102612,29.54578,-95.06673,0,0,511,SLOW M'OCEAN,,,37,,13,4,,,B,
367784910,42.35597,-71.04904,0,-85.7,511,ODYSSEY,,WDJ5158,60,5,45,10,,69,A,
366874920,27.8795,-97.04401,0,174,174,MARTIN CHALLENGER,IMO8644436,WDB2346,31,5,21,8,,,A,
367013040,47.60488,-122.3407,0.1,164.3,511,GOODTIME II,,WCW5448,60,5,23,8,,60,A,
368013110,18.33624,-65.6226,0.1,-75,511,JOY,,WDJ8101,37,,16,4,,,B,
367719610,29.74959,-95.16733,0,-180.6,54,ZYANA K,IMO9794185,WDI6527,31,5,24,,,,A,
319042800,30.02274,-90.0331,0,-156.5,511,VAMOOSE,,ZGBS7,37,,,,,,B,
366577000,47.6581,-122.36903,0,162.3,511,R M THORSTENSON,IMO7710745,KGCJ,30,5,90,13,6.7,30,A,
338107116,26.11206,-80.12031,0,106,511,TREAD SOFTLY,,,37,5,22,6,6,37,A,
367760890,26.08248,-80.11496,0,-114.5,91,TRIDENT,IMO9812042,WDJ2703,31,0,30,13,4.7,,B,
367756630,29.91461,-90.07719,0,-182.9,251,MISS ELLIE,,WDJ2256,31,12,,,,,B,
367057630,37.04127,-88.5349,0,-145.7,145,CAPT SHELBY HOUSE,,WDC6536,31,15,48,13,,,B,
235554000,33.74327,-118.2738,0,-63.6,206,EVER ELITE,IMO9241281,VSJG7,70,5,300,42,13.5,,A,
367525000,32.70273,-79.76668,1.5,-108.1,300,PADRE ISLAND,IMO8101783,WDB4436,90,0,85,15,5.3,,B,
566059000,25.42148,-90.1461,20.3,138,135,STAR QUALITY,IMO9438494,9V9355,70,0,162,26,9.7,,B,
367703230,37.90416,-87.31678,0,-49.6,511,CAPT ELROY,,WDI4901,31,15,12,,,,B,
353499000,29.45222,-87.78755,12.9,-85.8,323,MSC DAMLA,IMO9250983,HOCR,70,0,293,40,14,74,B,
367483830,41.1445735461774,29.06762631321947,0.1,-124.2,511,LYNNE MORAN,IMO9349930,WDJ4485,31,0,28,9,3.4,,B,ns
367389640,37.81335,-122.45695,12.4,-136.3,511,OSKI,,WYD3004,60,0,21,7,,,B,
367082540,26.76686,-80.04609,0,-169.5,511,POPS,,WDC8157,31,0,21,7,,52,B,
367608860,39.76249262061861,7.267144674786034,0,-59.6,327,WSF TOKITAE,IMO9720160,WDH3588,60,0,110,25,5,,B,sn
367720130,27.88598,-97.04858,19.7,171.3,511,LONE STAR,,WDI6577,60,15,,,,30,A,
366929710,44.06172646656005,32.47847871933914,3.7,-81.8,151,COHO,IMO5076949,WM4599,60,0,104,22,3.8,60,B,ns
367723310,41.63742,-70.90747,0,160.3,273,BLUE DELTA,IMO8605973,WDI6894,30,15,29,7,,,B,
367777470,42.25562453631507,34.6363525042499,0,-57.5,177,NUNANIQ,,WDJ4412,70,0,42,14,,99,B,
372293000,35.04719488824315,27.479226822539673,0,0,511,WESTERN SPIRIT,IMO9050450,3EIL5,90,0,78,17,5.9,90,B,ew
367091750,31.447480416134393,28.82664949020472,0,169.5,511,CAPTAIN A J FOURNIER,,WDI7351,90,3,48,15,,,B,ew
366997410,39.600558823939835,24.575685765891198,0,-186.4,511,WILTON LEBOEUF,,WDC2763,31,12,16,5,,,B,ew
538004166,40.14520013411331,24.56453952053676,7.2,-103.1,288,JACKIE B,IMO9545510,V7UK8,70,0,180,30,9.8,,A,ew
367597530,34.98718149929437,13.454303759709504,0.1,-194.6,312,HUNTS POINT,IMO9648049,WDH2432,90,9,88,21,4.6,,B,ns
368008440,42.91104958969607,4.266556895256279,0,-167.6,511,ISLAND GIRL,,WDJ7617,31,0,17,7,,,B,sn
316001637,39.46003393544448,7.774941825100342,11.8,161.3,164,CSL LAURENTIEN,IMO7423108,VCJW,70,0,225,23,9,70,B,sn
338753000,38.665336732316476,15.322232665195305,0.1,80.3,261,SEACOR BRAVE,IMO9753519,WDH6264,90,0,61,14,,,B,ns
367701230,43.331467516617124,30.47520663095242,4.7,82.6,511,SANDY LOU,,WDI4704,31,15,17,,,,B,ns
366986780,43.021747005860014,10.511789695868847,0,117.5,511,ROSE M,,WDC2033,31,15,18,7,,52,B,ns
316006563,40.48528853945231,26.92375011925515,0,165.4,511,ESCORTE,IMO8871027,CFH2894,31,0,25,7,2.3,52,B,ew
356276000,38.584630045293764,11.908330878545005,0.8,-96.6,307,NAVIOS ORBITER,IMO9286865,HPWU,70,0,224,32,14.1,70,B,we
566085000,40.37154379006769,26.73893660851838,18.8,191,191,PARSIFAL,IMO9515395,9V9111,70,0,264,32,12.3,,B,ew
367428170,30.4233,-91.19555,0,-161.8,511,CAJUN HUSTLER,,WDF2447,31,0,17,6,,31,B,
311000112,37.11861186600415,10.763753837162312,12.1,149.7,148,POLARIS VOYAGER,IMO9665748,C6AP4,80,0,275,48,17,,B,ew
367721720,48.62992,-122.95745,0,-49.6,511,HALCYON,,WDI6738,37,,,,,,B,
367320870,32.00107512193741,28.92830077817386,0,-181.9,511,ANDIAMO,,WDE2131,37,15,19,5,,37,B,ew
366890110,34.746818805320444,25.107421945096956,0,-61.4,511,SIXTY-EIGHTY,,WDB3679,37,,16,4,,,B,ew
338243006,37.99025987110042,10.387044560880955,0,-176.4,511,EMMANOU,,WDE8865,37,0,18,8,2.5,37,B,ew
367484040,41.79087467154104,17.528143620107986,0,-148.4,511,CRAIG MICHAEL,,WDF7392,90,0,25,7,,90,B,sn
367312380,39.65625526072981,24.5320592286046,0,135.8,511,PSL RESPONDER,,WDD9504,90,2,,,,53,A,ew
369703000,40.011047852546056,25.17934434843488,0,-173.8,143,OCEAN RELIANCE,IMO9275438,WADY,31,0,38,12,5.8,89,B,we
366995910,34.099011722448225,13.169328402844922,0.2,95.9,159,CAMERON BLAIR,,WDC2641,31,0,18,7,,57,B,ns
367731010,36.78293831924716,16.60100842023662,0,20.1,293,ST MATTHEW,,WDI7670,31,0,,,,,B,ns
538005412,43.02434122194693,14.839283620091809,0.3,48,317,STI TEXAS CITY,IMO9681106,V7DP5,80,1,183,32,13,,A,sn
367642960,35.661921786453355,17.89640494113254,0,171.6,511,GALADRIEL,,WDH6924,36,,,,,,B,ew
367460140,40.27211804942752,24.226823747892826,0,-49.6,511,JAMES P BRYAN,,WDA2159,31,15,18,7,,,B,we
220379000,36.218944332231835,15.353920103357755,8.4,-122.8,287,GUDRUN MAERSK,IMO9302877,OYAU2,70,0,367,42,15,,B,ns
257758000,42.56212638679733,40.24656340561361,16.1,178.9,184,TAMERLANE,IMO9218648,LAQU5,70,0,240,32,11.8,,B,sn
367456840,33.379522591162534,23.434197552593705,0,-172.5,135,JOSEPH MERRICK JONES,,WDF4882,31,0,39,12,,31,B,ew
338169735,41.150202392783406,29.06334545361171,21.1,-143.5,511,SAN FRANCISCO,,,,0,9,,,,A,sn
367411940,39.418346005474504,10.656725268509323,0.1,-147.7,511,MS JESSICA,IMO8964238,WDE8982,60,0,42,9,2.4,60,B,we
367509840,39.889730965192065,24.7781400655011,3.7,-74.5,333,EDWARD JONES JR,,WDF9886,31,0,21,,,,B,we
367311510,40.06499110360664,25.29604308656787,0.1,170.5,511,ST THERESE,,WDD9442,31,15,21,7,,31,B,we
370273000,44.11879367960336,32.61573849364031,1.4,161.9,84,MSC NURIA,IMO9349825,3ESE2,70,0,274,32,13.5,71,B,sn
367524420,34.807279534744694,13.246094174285304,3.3,60.2,511,BOO SONIER,,WDG3281,31,0,21,,,,B,ns
367565750,41.717768786993204,39.569060714233075,19.4,48.4,39,ISLAND EXPLORER,,WDG7285,60,0,19,,,,B,sn
367785080,36.142501509978814,14.563474399772172,4.2,-140.1,269,SAVAGE MENTOR,,WDJ5174,31,0,18,8,,,B,ns
366976920,42.26863515555555,39.32356075577708,0.1,98.8,23,WEDELL FOSS,IMO8127531,WRB3696,31,0,30,10,3.5,,A,sn
367411050,38.57354662387688,18.27286328223049,0,172.4,511,JAMES GARRETT,IMO5329372,WDE8903,31,0,23,7,,32,B,ns
367513230,33.59378200082663,24.19770546235461,8.5,133.5,133,WILLAMETTE,IMO8972998,WDG2204,31,0,26,10,,52,B,ew
538004303,33.28444299531023,13.653290009642276,14,53.7,57,ORIOLE,IMO9441374,V7WH9,70,0,189,32,12.9,,B,ns
367742990,33.81934,-91.02392,0,-162.3,511,TERRENE,,WDI8873,31,15,,,,,B,
366983680,40.05977409995555,26.232370360118612,4,108.2,114,BOBBY JOE JAMES,,WCP5244,31,12,37,10,,,B,ew
366782000,34.003975240775475,19.99405162953904,0,-132.9,264,CHESAPEAKE COAST,IMO9655121,WDF9286,31,15,29,10,,52,B,ew
367456810,34.729047325549146,24.813037207542656,4.3,-162.9,245,ELLY LANE,IMO8891467,WDF4879,31,15,29,9,,31,B,we
367453020,38.16911676281764,9.25818837292962,0,-180,511,DIRK C,IMO7509469,WDF4536,31,11,27,9,3.3,,B,ew
366996680,43.17416813731449,10.531848381512352,6.1,-137.3,270,LEON JOHNSON,,WDC2711,31,0,36,10,,,B,ns
477188500,40.031851795733715,26.187001944442148,14.7,142.5,141,ANSAC PRIDE,IMO9619737,VRMF9,70,0,177,28,10.9,,B,ew
367375070,32.777530023612044,24.29724670974447,0,-157.7,511,L R CHAPMAN,,WDE6042,31,12,31,7,,31,B,ew
366977380,36.65247980805006,13.511861257893829,0,-49.6,511,FREELANCE,,WSP9410,60,0,21,,,,B,ew
367588290,41.93601106662231,10.536452229061618,9.1,-163.5,511,MADISON STONE,IMO8993801,WDG9488,31,15,22,8,,,B,ns
367693590,41.12876242877792,29.08185553948547,0,-95.6,25,MICHAEL,,WDI3946,31,0,21,8,,,B,sn
367677870,35.22658464852364,27.634573944883062,0,-49.6,511,PACIFIC STAR,,WDI2410,60,0,20,6,,,B,we
636017492,34.73209926533179,24.202655451892976,11.4,150.6,147,NAUTICAL ALICE,IMO9737694,D5LF7,70,0,199,,,,B,we
367562820,34.58582479140846,23.50152718302571,4,-98.9,315,BREWSTER KNOTT,,WDG6998,31,0,25,9,,57,B,we
367481570,33.12986639186036,12.734455425588372,0,-49.6,511,KATHERINE B WAYNE,,WDF7148,31,15,21,9,,,B,ns
367362960,33.14722519923754,12.613685188478371,5.5,-72.6,337,ST PADRE PIO,,WDE5168,31,0,22,8,,57,B,ns
366934050,32.09838277096375,26.39319660113768,0,-53.5,114,CAROL M OTT,IMO8635497,WCY7224,31,12,23,8,,31,B,ew
367702920,38.21523411597497,17.297572647190343,0,-49.6,511,CAPT JOHN CHURCH,,WDI4872,31,0,15,,,,B,ns
367637970,42.12319460608187,5.375646394712554,0,14.2,511,SHANNON MARY,,WDH6439,31,12,24,,,,A,sn
367533860,41.62606706886694,10.938591659222075,0.5,-177.6,511,JEANIE VICK,IMO8644371,WDG4182,31,0,21,8,,31,B,ns
636016433,43.406409175558636,4.157069941178075,14.2,-180.6,228,MSC VIDHI,IMO9238739,D5GE2,70,0,277,40,14,71,B,sn
249007000,40.35743187551607,19.051492648660062,12.9,57.1,56,STEMNITSA,IMO9693070,9HA4059,80,0,249,,,,B,sn
367331110,39.94102920350171,10.193775819158503,9.7,-68,149,SP IVORY,IMO9423152,WDE2900,31,5,33,12,5.1,52,B,we
367104530,38.82165792919307,12.122080162714923,6.5,136.7,511,MAR-LO,,WDC9610,31,0,17,6,,0,B,we
367567590,42.91412027201119,34.52410651240402,4.6,65.8,65,MILES MADISON,,WDG7469,31,12,33,,,,B,
